"NCT.Number","drugs"
"NCT01174121","Young TIL | Aldesleukin | Cyclophosphamide | Fludarabine | Pembrolizumab"
"NCT00012246","carcinoembryonic antigen peptide 1-6D | incomplete Freund's adjuvant | sargramostim"
"NCT00814619","panitumumab | capecitabine"
"NCT00004150","fluorouracil | leucovorin calcium"
"NCT02586987","Selumetinib and Medi4736"
"NCT00417040",""
"NCT00005979","FOLFIRI regimen | fluorouracil | irinotecan hydrochloride | leucovorin calcium"
"NCT00932308",""
"NCT01099449","calcium gluconate | magnesium sulfate | oxaliplatin"
"NCT01898104","Valproic Acid | Capecitabine"
"NCT00027495",""
"NCT01902823",""
"NCT00378716","5-fluorouracil | leucovorin calcium | tegafur | uracil"
"NCT01802645","Cetuximab | Bevacizumab | Irinotecan | Oxaliplatin | 5-FU | Folinic Acid"
"NCT00153998","Cetuximab | Cetuximab and FOLFIRI | Cetuximab and FOLFOX"
"NCT01501604","BKM120"
"NCT00809796","pentamidine"
"NCT02102022","ADI-PEG 20"
"NCT00016029",""
"NCT01284504","Celecoxib"
"NCT00227747","capecitabine | oxaliplatin"
"NCT00070434","capecitabine | fluorouracil | irinotecan hydrochloride | leucovorin calcium | oxaliplatin | Pyridoxine"
"NCT02636036","enadenotucirev | nivolumab"
"NCT00091312","FOLFIRI regimen | fluorouracil | irinotecan hydrochloride | leucovorin calcium"
"NCT00296608","fluorouracil | leucovorin calcium"
"NCT02857270","LY3214996 | Midazolam | Abemaciclib | Nab-paclitaxel | Gemcitabine"
"NCT01882946","DCVax-Direct"
"NCT00048971",""
"NCT02884024",""
"NCT02541370","anti-CD133-CAR vector-transduced T cells"
"NCT01662752","Indocyanine green"
"NCT00425152","fluorouracil | leucovorin calcium | levamisole hydrochloride"
"NCT00238381",""
"NCT00820417","Cetuximab/Gefitinib combination and/or monotherapy"
"NCT00967577","177Lu-J591"
"NCT02745769","Ramucirumab | Merestinib | Abemaciclib"
"NCT01227707","bevacizumab [Avastin] | capecitabine [Xeloda] | bevacizumab [Avastin] | 5-fluorouracil | leucovorin"
"NCT00265811","Folfox + Cetuximab | Folfox"
"NCT00819169","AMG 479 | AMG 655"
"NCT00081224","capecitabine | celecoxib"
"NCT00660894","folinate calcium | tegafur-uracil | tegafur-gimeracil-oteracil potassium"
"NCT00918827",""
"NCT00625183","capecitabine | oxaliplatin"
"NCT00154752",""
"NCT00427310","fluorouracil | sodium heparin"
"NCT02593591",""
"NCT02562963","natural killer T cell"
"NCT00002896","chemotherapy | fluorouracil | leucovorin calcium"
"NCT00003365","quercetin | sulindac"
"NCT02809846",""
"NCT01604642",""
"NCT00865189","bevacizumab [Avastin] | bevacizumab [Avastin]"
"NCT02784639",""
"NCT00001823",""
"NCT02308345",""
"NCT01972451",""
"NCT01405430","Bevacizumab + blood samples"
"NCT02861209",""
"NCT02130427",""
"NCT00973557",""
"NCT02102789","mFOLFOX6 | HAI"
"NCT00003485","antineoplaston A10 | antineoplaston AS2-1"
"NCT02574663","TGR-1202 | nab-paclitaxel + gemcitabine | Oxaliplatin + Folinic acid + Fluorouracil | Oxaliplatin + Folinic acid + Fluorouracil + Bevacizumab"
"NCT00831181","FOLFOX regimen | fluorouracil | leucovorin calcium | oxaliplatin"
"NCT01339832",""
"NCT01727570",""
"NCT02607826",""
"NCT00502671","capecitabine [Xeloda]"
"NCT00796718","Capecitabine [Xeloda]"
"NCT00070005",""
"NCT00069121","capecitabine [Xeloda] | Oxaliplatin | Oxaliplatin | Leucovorin | 5 FU"
"NCT00009737","5-Fluorouracil | Leucovorin | Capecitabine [Xeloda]"
"NCT02581423","Capecitabine"
"NCT00599378",""
"NCT00559013",""
"NCT02531620",""
"NCT00831571",""
"NCT00216424","Capecitabine"
"NCT00026468","exisulind"
"NCT02327494","neuromuscular blockade"
"NCT01667198",""
"NCT02806037",""
"NCT01828047",""
"NCT00285701","hexaminolevulinate"
"NCT01186237",""
"NCT01609660",""
"NCT00033605","octreotide acetate"
"NCT02372500",""
"NCT02433938",""
"NCT01327612","FOLFOX6 | Conatumumab | Conatumumab | Ganitumab | Bevacizumab | Ganitumab"
"NCT01214512",""
"NCT01706822",""
"NCT02890069","PDR001 | LCL161 | Everolimus | Panobinostat"
"NCT02426762",""
"NCT01434264",""
"NCT01726309",""
"NCT01696630","Xenon | Desflurane"
"NCT02900664","PDR001 | ACZ885 | CJM112 | TMT212 | EGF816"
"NCT02841657",""
"NCT02836535",""
"NCT00693290",""
"NCT02895464",""
"NCT01707511",""
"NCT00737828",""
"NCT01877096",""
"NCT01438385",""
"NCT00164658",""
"NCT02870049",""
"NCT01689792","MOVIPREP | CitraFleet"
"NCT01516489",""
"NCT00671645","capecitabine, bevacizumab"
"NCT00425204","Panitumumab"
"NCT00497263",""
"NCT00468416",""
"NCT01923155",""
"NCT02250196","PEG-Asc | SPMC 2"
"NCT01847599",""
"NCT01651026",""
"NCT00765180",""
"NCT01954862",""
"NCT01781650",""
"NCT01780818",""
"NCT01610895",""
"NCT01224392",""
"NCT02545699",""
"NCT01917513",""
"NCT01778192","Polyethylene glycol | Polyethylene glycol | Sodium picosulphate with magnesium citrate | Sodium picosulphate with magnesium citrate"
"NCT02744274",""
"NCT02548403","PEG-Asc | PEG-Asc with simethicone"
"NCT02534142",""
"NCT02468726","Fleet"
"NCT02428907",""
"NCT02425657",""
"NCT02423174",""
"NCT02295774","Methylene Blue MMX tablets"
"NCT02273167","NER1006, 2-Day Split-Dosing | NER1006,1-Day Morning Split-Dosing | MOVIPREP, 2-Day Split-Dosing"
"NCT02273141","NER1006, Day Before-Only Dosing | SP+MS, Day Before-Only Dosing"
"NCT02156557","Colon KCC Heptapeptide"
"NCT02000180",""
"NCT01991522",""
"NCT01834742","NER1006 | NER1006 | NER1006 | Moviprep | NER1006 | NER1006 | NER1006 | NER1006"
"NCT01695863","comparing 2 drugs on their effect on the bowel preparation for colonoscopy"
"NCT01694966","Methylene Blue MMX® | Placebo"
"NCT01582178",""
"NCT01324882",""
"NCT00911391",""
"NCT00626054","PEG solution in a single dose of 3 liters | PEG solution"
"NCT00535990",""
"NCT00492193",""
"NCT00423345",""
"NCT00229567","Lidocaine infusion plus ketamine injection"
"NCT02038699","ONC201"
"NCT01226394",""
"NCT02841605",""
"NCT01705002","Promitil | Capecitabine"
"NCT00959647","Vismodegib | FOLFOX | FOLFIRI | Bevacizumab"
"NCT00959946","Bosutinib | Capecitabine"
"NCT01382407","Cetuximab"
"NCT00767234",""
"NCT02187848","SAR408701"
"NCT02848807",""
"NCT01143753","RO5212054"
"NCT02387268",""
"NCT02511756",""
"NCT02611661",""
"NCT00397878","saracatinib"
"NCT01929720",""
"NCT01493336","capecitabine RTD | capecitabine [Xeloda] | capecitabine [Xeloda]"
"NCT02547480",""
"NCT00349817",""
"NCT01802320","Akt Inhibitor MK2206"
"NCT02110953",""
"NCT01285102",""
"NCT01931150","Topical Dapsone 5% Gel | oral antibiotics"
"NCT02646748","Pembrolizumab | INCB039110 | INCB050465"
"NCT01322815","chemotherapy and GI-4000 | GI-4000"
"NCT00309543","Fluorouracil | Leucovorin"
"NCT00309530","5-fluorouracil, levamisol, interferon"
"NCT00309517","Fluourouracil | Leucovorin | MAb 17-1A"
"NCT01306630","tivozanib and capecitabine"
"NCT01963117",""
"NCT02497820","Aspirin"
"NCT00299299",""
"NCT02457793","Cobimetinib | GD0-994"
"NCT00019006","Detox-B adjuvant | ras peptide cancer vaccine"
"NCT01823471",""
"NCT02168777","Refametinib | Regorafenib"
"NCT00703976","Bevacizumab | Cetuximab | Pemetrexed"
"NCT01015625",""
"NCT02056015","[68Ga]MLN6907"
"NCT01511653",""
"NCT01324102",""
"NCT01528878",""
"NCT02494791",""
"NCT00633607",""
"NCT01582841",""
"NCT01363843","FOLFOX6"
"NCT00346099","Panitumumab with capecitabine and oxaliplatin followed by | Panitumumab with capecitabine and radiation"
"NCT01339000","Glycosylated Recombinant Human Interleukin-7 | Diphtheria/Tetanus Vaccine | Polio Vaccine | Pneumococcal Vaccine | Hepatitis A Vaccine | Hepatitis B Vaccine"
"NCT01727388",""
"NCT01308086","5-Fluorouracil | Leucovorin | Oxaliplatin | Capecitabine | Oxaliplatin | 5-Fluorouracil | Leucovorin | Capecitabine | Oxaliplatin | Oxaliplatin"
"NCT02309632",""
"NCT01183663","Lenalidomide | Bevacizumab | Sorafenib | Temsirolimus | Lenalidomide | Oxaliplatin | Leucovorin | 5-fluorouracil"
"NCT00898768",""
"NCT02069561",""
"NCT01098422",""
"NCT00006392","Vitamin E | Selenium"
"NCT02012244","fentanyl-based analgesia | local anesthetic wound infiltration-based anlagesia"
"NCT00582296",""
"NCT02576431","LOXO-101"
"NCT01562899","MEK162 + AMG 479"
"NCT00054912","EP2101"
"NCT01378832",""
"NCT02121405","Capecitabine | Oxaliplatin"
"NCT02672657",""
"NCT02356848",""
"NCT00765869",""
"NCT02494037",""
"NCT01789229",""
"NCT00591279",""
"NCT00468455",""
"NCT01290536",""
"NCT02005965",""
"NCT01763125",""
"NCT00506207","S-1, Irinotecan, Oxaliplatin"
"NCT01086683",""
"NCT02084524",""
"NCT00586053",""
"NCT01995942",""
"NCT00962494",""
"NCT00349076","5-FU and oxaliplatin | 5-FU"
"NCT00635596","MT110"
"NCT02581709",""
"NCT00034827","CI-1040"
"NCT02009449","AM0010 | Paclitaxel or Docetaxel and Carboplatin or Cisplatin | FOLFOX | gemcitabine/nab-paclitaxel | Capecitabine | Pazopanib | Pembrolizumab | Paclitaxel | nivolumab | Gemcitabine/carboplatin"
"NCT02423954","Temsirolimus | Irinotecan | Irinotecan + capecitabine | nivolumab"
"NCT02043184",""
"NCT01915225",""
"NCT02486094",""
"NCT00123760",""
"NCT02355262",""
"NCT02231086","Standard adjuvant systemic chemotherapy"
"NCT00039793",""
"NCT02324556",""
"NCT01919853",""
"NCT02365662","ABBV-221"
"NCT02650661",""
"NCT02014116","LY3009120 capsule"
"NCT02124148","Prexasertib | Cisplatin | Cetuximab | G-CSF | Pemetrexed | Fluorouracil | LY3023414 | Leucovorin"
"NCT00257322","GM-CSF"
"NCT02215733","ARB | ACEI | Beta-blockers | Diuretics | Telmisartan"
"NCT02228200",""
"NCT00288444","Lonafarnib | Docetaxel"
"NCT01037049",""
"NCT00844064","AP 12009"
"NCT00145665",""
"NCT00207298",""
"NCT01778595",""
"NCT00976508","figitumumab | pegvisomant"
"NCT02399410","perioperative chemotherapy plus bevacizumab | Intraperitoneal Oxaliplatin"
"NCT01719926","Indomethacin"
"NCT01542281",""
"NCT02674815",""
"NCT00385177","SN2310 Injectable Emulsion"
"NCT01521091",""
"NCT02578264",""
"NCT02882659","Dendritic Killer Cell"
"NCT00419627",""
"NCT00156975","Capecitabine | Oxaliplatin"
"NCT00661154","Bevacizumab"
"NCT02781155",""
"NCT02837679",""
"NCT00168987","oral nutritional supplement rich in eicosapentanoic acid"
"NCT01700062",""
"NCT02073500",""
"NCT02484079",""
"NCT00603577","Placebo | Xaliproden"
"NCT01479907",""
"NCT00606944",""
"NCT02000089","Human synthetic secretin"
"NCT00405587","PLX4032"
"NCT01638533","Romidepsin"
"NCT02839954","anti-MUC1 CAR-pNK cells"
"NCT00236249","Lidocaine"
"NCT01605344","FOLFIRI. | Atorvastatin"
"NCT00290524",""
"NCT00378482","CP-675,206"
"NCT02343601",""
"NCT02552017",""
"NCT01522820","DEC-205/NY-ESO-1 Fusion Protein CDX-1401 | Sirolimus"
"NCT01137162",""
"NCT02861885",""
"NCT01521104",""
"NCT02226107",""
"NCT00508690","cefmetazole | kanamycin/metronidazole"
"NCT01044732",""
"NCT02057471","Intravenous ferric carboxymaltose"
"NCT02889679",""
"NCT02047188",""
"NCT01844375",""
"NCT02216955",""
"NCT02617134","anti-MUC1 CAR-T cells"
"NCT01913223",""
"NCT00582660","Celecoxib | Placebo"
"NCT02758977",""
"NCT01880918",""
"NCT01301417",""
"NCT00677781",""
"NCT00295646","tamoxifen | anastrozole | zoledronic acid"
"NCT01367028","Trastuzumab, Docetaxel | Trastuzumab, Docetaxel, Bevacizumab | Trastuzumab+Docetaxel+NPLD | Trastuzumab+Docetaxel+NPLD+Bevacizumab"
"NCT01694238",""
"NCT01310985","Capecitabine, XRT & Cetuximab"
"NCT00309556","Epirubicin | Docetaxel | Capecitabine | Trastuzumab"
"NCT02065037",""
"NCT00291798",""
"NCT02254486","NER1006 | Trisulfate solution"
"NCT00309569","Cyclophosphamide | Methotrexate | Fluorouracil | Epirubicine"
"NCT02062788",""
"NCT01731379",""
"NCT02510911","Caffeine | Caffeine | corn starch"
"NCT01417611",""
"NCT02599103",""
"NCT02504411",""
"NCT02368977",""
"NCT01897584",""
"NCT01790139","Oral simethicone"
"NCT01276795",""
"NCT00140036",""
"NCT00309491","Tamoxifen alone | Tamoxifen + Aminoglutethimide"
"NCT00309478","cyclophosphamide | Methotrexate | Fluorouracil | Goserelin | Tamoxifen"
"NCT02820948","Vitamin E ointment application"
"NCT01175317",""
"NCT02269631",""
"NCT01324284","Lubiprostone"
"NCT01991847",""
"NCT01023737","Hydroxychloroquine | Vorinostat"
"NCT02057562",""
"NCT01769222","ipilimumab"
"NCT01135849",""
"NCT00499850","ZD6474 | 5-Fluorouracil | Leucovorin | Oxaliplatin"
"NCT00470782",""
"NCT00798447","MLF 541 | Lipofundin MCT"
"NCT02363049","Chemotherapy"
"NCT01320891",""
"NCT01912586",""
"NCT02789709",""
"NCT00253812",""
"NCT02136277","Hartmann's solution"
"NCT02595021",""
"NCT00155415",""
"NCT02838186",""
"NCT00773981",""
"NCT01127698",""
"NCT02860234","Oxaliplatin | Capecitabine"
"NCT02864849","Oxaliplatin | Capecitabine"
"NCT01127711",""
"NCT02371135",""
"NCT02710812",""
"NCT01704820",""
"NCT01443377","Panitumumab"
"NCT02081547",""
"NCT01569672",""
"NCT01389830",""
"NCT02151123",""
"NCT01411826",""
"NCT00248404","NB1011"
"NCT02602327","Tas-102"
"NCT02167087",""
"NCT00622999",""
"NCT01524094","Systemic chemotherapy alone"
"NCT01437826","antioxidants | placebo"
"NCT00932438","FOLFOX6 and Avastin"
"NCT01647776",""
"NCT01685632",""
"NCT01591798",""
"NCT00709176",""
"NCT00861107","AlloStim-7 | AlloStim-7 | AlloStim8 or AlloStim-9"
"NCT01037790","PD-0332991"
"NCT01786200","Aspirin | Ibuprofen"
"NCT01770353","Ferumoxytol followed by MM-398"
"NCT01681472","[6R] 5,10-methylenetetrahydrofolate | Levoleucovorin"
"NCT01399710",""
"NCT02490709",""
"NCT02003417",""
"NCT02262455","STM 434 | Liposomal doxorubicin"
"NCT00120939","Motexafin Gadolinium"
"NCT01378013",""
"NCT02685631",""
"NCT02079389",""
"NCT01259284","Atorvastatin"
"NCT02817633","TSR-022 | anti PD-1 antibody"
"NCT01397305","[6R] 5,10-methylenetetrahydrofolate | Pemetrexed"
"NCT01495663","I-131-CLR1404"
"NCT00496860","ALT-801"
"NCT02613260",""
"NCT00413075","oral belinostat"
"NCT00641147","Curcumin"
"NCT00475722",""
"NCT02150148",""
"NCT00094003","NS-9 [Poly I: Poly C]"
"NCT01269567",""
"NCT00413322","belinostat | 5-Fluorouracil"
"NCT00248053","curcumin"
"NCT00090727","AQ4N"
"NCT00603356","OSI-930 and erlotinib"
"NCT00601549",""
"NCT02659631","PF-06671008 | PF-06671008"
"NCT01552967","Capecitabine"
"NCT00646607","FOLFOX | FOLFOX"
"NCT00467844","GTx-024 | GTx-024 | Placebo"
"NCT00513851","OSI-930 | OSI-930"
"NCT02554812","Avelumab | PF-05082566 | PF-04518600 | PF-04518600"
"NCT00375245","Rapamycin"
"NCT02711137","INCB057643"
"NCT00710697","Picoplatin"
"NCT01375842","Atezolizumab, an engineered anti-PDL1"
"NCT02431260","INCB054329 Monotherapy"
"NCT01762254",""
"NCT01474187","Irinotecan | Capecitabine"
"NCT01946074","ABT-165 | paclitaxel | FOLFIRI"
"NCT02442414","KBP-5209"
"NCT01723306",""
"NCT02416466","anti-CEA CAR-T cells"
"NCT02217085",""
"NCT00739453","OSI-906 | erlotinib"
"NCT00514306","OSI-906"
"NCT00514007","OSI-906"
"NCT02850536","anti-CEA CAR-T cells"
"NCT00833131",""
"NCT00738790",""
"NCT01607827",""
"NCT01938027",""
"NCT02714374","GL-ONC1 | Eculizumab"
"NCT01781403","Temozolomide"
"NCT01181739",""
"NCT00050635","Sandostatin LAR Depot"
"NCT00295035","CELECOXIB | CURCUMIN"
"NCT01926444","GIC-1001"
"NCT02859415","Mithramycin"
"NCT00888771",""
"NCT00201331","leucovorin+5-FU"
"NCT02788669",""
"NCT00126867",""
"NCT02261844","Placebo"
"NCT02530593",""
"NCT00601172","Casopitant | Dexamethasone and Ondansetron | Placebo"
"NCT02377232",""
"NCT00942383",""
"NCT02786602",""
"NCT01522677","PDT with 5-ALA radiosensitization"
"NCT00978107","MVA-FCU1, flucytosine"
"NCT00131599","5FU/LV"
"NCT01990040",""
"NCT01688557",""
"NCT02460822",""
"NCT02906969",""
"NCT00927485","Calcumin"
"NCT01507103","Tecemotide | cyclophosphamide"
"NCT00282386","MK0966; Rofecoxib / Duration of Treatment: 156 weeks | Placebo/ Duration of Treatment: 156 weeks"
"NCT00302718",""
"NCT02137356","standard dose capecitabine | dose-escalated selinexor treatment"
"NCT01919541",""
"NCT02354560","Erythromycin"
"NCT00611858","Cetuximab | 5-Fluorouracil"
"NCT01929499","cytokine-induced killer cells"
"NCT01675934",""
"NCT00216086","Capecitabine | Irinotecan | Neoadjuvant Chemotherapy"
"NCT02371304","capecitabine"
"NCT00113230","Avastin | Capecitabine"
"NCT01077596","Regular bupropion use | Regular SSRI use | Regular TCA use | Regular use of any other antidepressant"
"NCT00195260","bosutinib | bosutinib | bosutinib | bosutinib"
"NCT01094795",""
"NCT02584400","Injection with the hypoxia tracer [18F]HX4,"
"NCT02243917","CB-5083"
"NCT01972373","Bevacizumab-IRDye800CW"
"NCT01458509",""
"NCT00339950",""
"NCT01902953","Lymphoseek and VBD Sln dissection"
"NCT02352259","Bleomycin PHC 15 e."
"NCT02534389",""
"NCT02856425","Nintedanib | Pembrolizumab"
"NCT02324023",""
"NCT02890667",""
"NCT00845247",""
"NCT02077296",""
"NCT02022553",""
"NCT01026480",""
"NCT01904968",""
"NCT02871960",""
"NCT01755585",""
"NCT00512993","Zoledronic acid"
"NCT02850783",""
"NCT01224444",""
"NCT02134925","MUC1 Peptide-Poly-ICLC Vaccine"
"NCT01928459","BGJ398 | BYL719"
"NCT02505750","Capecitabine"
"NCT01124266",""
"NCT00073112","ABT-751"
"NCT01138904","irinotecan, oxaliplatin | oxaliplatin, irinotecan"
"NCT02829788",""
"NCT02051465",""
"NCT01040832","Cetuximab | EMD 1201081"
"NCT00237276",""
"NCT02651532",""
"NCT02355379","LV5FU2 or capectitabine | FOLFOX4 or XELOX | LV5FU2 or capecitabine"
"NCT01330810","curcumin"
"NCT00514332",""
"NCT01266187",""
"NCT02226185","Berberine hydrochloride"
"NCT02326727","Ropivacaine | Fentanyl | Propofol | Isoflurane | Nitrous Oxide"
"NCT00534053",""
"NCT01933958","Regorafenib"
"NCT02193646",""
"NCT02788006","Regorafenib 160 mg"
"NCT02221713",""
"NCT00684229","general anesthesia followed by opioid analgesia"
"NCT01662284","124I-NM404"
"NCT01639131","Gemcitabine | Docetaxel | Filgrastim or Pegfilgrastim"
"NCT00848510","EMD 525797"
"NCT02090816",""
"NCT02410720",""
"NCT01646775","epidural fentanyl"
"NCT00208793","Placebo"
"NCT02812303",""
"NCT01549418","Aspirin | Placebo"
"NCT02885142",""
"NCT01881386",""
"NCT01483040",""
"NCT01503372","Pazopanib | 5-FU, Oxaliplatin, Leukovorin"
"NCT00454701","Alefacept exposure"
"NCT02674360",""
"NCT00224679","Aspirin"
"NCT02139579","Bevacizumab"
"NCT02387593",""
"NCT00611507","Oxaliplatin, 5-Fluorouracil"
"NCT00723996",""
"NCT00034281","TAK-165"
"NCT01280201","Pazopanib"
"NCT01855607",""
"NCT01186601","PET tracer"
"NCT00753415","V935 | V934-EP"
"NCT01763307","RECONVAL CREAM | PLACEBO"
"NCT00658671","ENMD-2076"
"NCT01177007",""
"NCT02279433","DS6051b"
"NCT01099527","Everolimus | Capecitabine"
"NCT02303756",""
"NCT02466724",""
"NCT01025349","Bevacizumab, docetaxel, cisplatin"
"NCT00403130","Gemcitabine | Paclitaxel | Bevacizumab"
"NCT02313012","CC-90003"
"NCT01123811","Cetuximab IF"
"NCT00512850",""
"NCT00398320","Capecitabine | Oxaliplatin | Bevacizumab"
"NCT01587703","GSK525762"
"NCT02901132",""
"NCT02364895",""
"NCT00407186","cisplatin+capecitabine | epirubicin+cisplatin+capecitabine"
"NCT01458093",""
"NCT01182142","Capecitabine"
"NCT02863471","Gemcitabine"
"NCT02245854",""
"NCT02301286","Acetylsalicylic acid | Placebo Acetylsalicylic acid"
"NCT02439723","Regorafenib"
"NCT02885987",""
"NCT00728650",""
"NCT02288910",""
"NCT00600522",""
"NCT00644254",""
"NCT02215720","Cetuximab | Temsirolimus"
"NCT02835833","Nintedanib | Bevacizumab"
"NCT00755729",""
"NCT01737567",""
"NCT02269332",""
"NCT01936948",""
"NCT02283359","Selinexor | Irinotecan"
"NCT01685307",""
"NCT00076609","PHY906 | capecitabine"
"NCT00557232","bevacizumab"
"NCT00001587","Melphalan"
"NCT02723370",""
"NCT00792649",""
"NCT01775280",""
"NCT02553538",""
"NCT00409565","Cetuximab | Bevacizumab"
"NCT00866450",""
"NCT02228356",""
"NCT01511146","Oxaliplatin | Mitomycin + Gemcitabine"
"NCT02551198","HAPREP® | SUCLEAR®"
"NCT02053948",""
"NCT01178775",""
"NCT01638091",""
"NCT00398879","Perifosine in combination with capecitabine"
"NCT02072733",""
"NCT02419495","Selinexor | Carboplatin | Paclitaxel | Eribulin | Doxorubicin | Cyclophosphamide | Pemetrexed | Topotecan | Irinotecan | 5-FU | Capecitabine | Oxaliplatin | Olaparib | Pembrolizumab"
"NCT02875457","apatinib;etoposide and cisplatin | placebo;etoposide and cisplatin"
"NCT02007395",""
"NCT01049776","Pazopanib"
"NCT01691144",""
"NCT02826967",""
"NCT02251353","systemic treatment"
"NCT02097810","Entrectinib"
"NCT00366457","Bevacizumab | Erlotinib | Gemcitabine"
"NCT02859714",""
"NCT01337765","BEZ235 + MEK162"
"NCT02761486","Aspirin | Placebo"
"NCT01470235",""
"NCT01869166","CART-EGFR"
"NCT01363232","BKM120 + MEK162"
"NCT01775449",""
"NCT00398593",""
"NCT00137241",""
"NCT02573974",""
"NCT00997360","PKI-179"
"NCT02694120",""
"NCT01749332",""
"NCT01358331","MK-8353"
"NCT01672411",""
"NCT02701829",""
"NCT02395068","Nimotuzumab | irinotecan"
"NCT01465425",""
"NCT00317200","Paclitaxel | Bevacizumab"
"NCT00234650",""
"NCT02827916",""
"NCT02235441",""
"NCT01533324","S-1 combined with Leucovorin"
"NCT02866903","intraperitoneal OXAliplatin + systemic FOLFIRI bevacizumab chemotherapy | intraperitoneal OXAliplatin + systemic FOLFIRI bevacizumab chemotherapy | intraperitoneal OXAliplatin + systemic FOLFIRI bevacizumab chemotherapy"
"NCT00546156","Doxorubicin | Cyclophosphamide | Paclitaxel | Bevacizumab"
"NCT00940498","PF-05212384"
"NCT02172638",""
"NCT02076958",""
"NCT01787006","Cetuximab | Cisplatin, 5-FU"
"NCT01170754","PEG-3350 and Gatorade | Golytely 4 liters"
"NCT01650311",""
"NCT02736305","Regorafenib"
"NCT01506869",""
"NCT00815113",""
"NCT02263365","Loperamide"
"NCT02025504",""
"NCT00721266","RO5083945"
"NCT01471210","Urelumab"
"NCT00887497",""
"NCT00463203","Bevacizumab | Irinotecan"
"NCT00859222","LBH589 | bevacizumab"
"NCT00123786",""
"NCT02091895",""
"NCT02042144","Stivarga"
"NCT01880606",""
"NCT01075828","Cetuximab"
"NCT01216111","Paclitaxel Cisplatin"
"NCT02362750",""
"NCT02453607","Infliximab | thiopurine"
"NCT00256269","Oxaliplatin | Irinotecan"
"NCT01877525",""
"NCT01813994","Arm1: Statin | Arm2: Placebo"
"NCT00691691",""
"NCT01140802",""
"NCT00797914",""
"NCT00463073","Cetuximab | Bevacizumab | Irinotecan"
"NCT01522989","PD-0332991 | 5-FU | Oxaliplatin"
"NCT00745095","Neostigmine"
"NCT02887599",""
"NCT02728973",""
"NCT00583323","Lomotil"
"NCT02860481",""
"NCT02681692",""
"NCT01747551","Oxaliplatin | Folinic Acid | 5-Fluorouracil | Ziv-aflibercept | Ziv-aflibercept Placebo"
"NCT01216124","docetaxel oxaliplatin"
"NCT01360320",""
"NCT02712073",""
"NCT02138318",""
"NCT00182234",""
"NCT02356757",""
"NCT00393094","Bevacizumab | Irinotecan hydrochloride"
"NCT00127920","Avastin"
"NCT02456714","FOLFIRINOX"
"NCT02083224",""
"NCT01807572",""
"NCT01619020",""
"NCT02084836",""
"NCT02031029",""
"NCT00418678","Cesamet"
"NCT00979277",""
"NCT00656786","Menadione Topical Lotion | Menadione Topical Lotion"
"NCT01902745",""
"NCT01609114",""
"NCT00342966",""
"NCT01337102",""
"NCT01509976",""
"NCT01492673","Cyclophosphamide, Topotecan, and Bevacizumab"
"NCT02002468",""
"NCT00271609","Bevacizumab"
"NCT00511212","intravenous immunoglobulin"
"NCT02874053",""
"NCT01782443","Ziv-aflibercept"
"NCT01010958","Valproic Acid"
"NCT02820857","Folfiri-bevacizumab | Folfiri"
"NCT02812875","CA-170"
"NCT01775501","Leucovorin | Fluorouracil | Oxaliplatin | Sorafenib"
"NCT02310139",""
"NCT01129154","infusions of Panitumumab"
"NCT01990716",""
"NCT01796028","METFORMIN | Placebo | TAXOTERE®"
"NCT02845999","allogenic immunotherapy based on Natural Killer cells adoptive transfer | cetuximab | Cyclophosphamide | fludarabine | interleukin-2"
"NCT02760381",""
"NCT01482741",""
"NCT01871948",""
"NCT01336452",""
"NCT00687622","GSK1120212"
"NCT01627119",""
"NCT00590681","Bevacizumab and Temozolomide"
"NCT01617915",""
"NCT02864836",""
"NCT02094456",""
"NCT02266017",""
"NCT00340743",""
"NCT02463162",""
"NCT02638870","Amitriptyline"
"NCT01094444",""
"NCT02157987","bevacuzimab spray"
"NCT01498276",""
"NCT01365975",""
"NCT02481336",""
"NCT02012699",""
"NCT02060396","Acetylsalicylic acid"
"NCT02206360",""
"NCT01199250",""
"NCT01596452",""
"NCT00217737","Bevacizumab | Fluorouracil | Leucovorin Calcium | Oxaliplatin"
"NCT02396472",""
"NCT00609505",""
"NCT02849158",""
"NCT01599039",""
"NCT02053805",""
"NCT01276886","antibiotic"
"NCT01720966",""
"NCT00033358","medroxyprogesterone | ethinyl estradiol | norgestrel"
"NCT02822352",""
"NCT00611728","SU011248 & Irinotecan"
"NCT02668198",""
"NCT02813824","Acetylsalicylic acid lysinate 300 mg | Placebo | Acetylsalicylic acid lysinate 100 mg | Placebo 100"
"NCT02196402",""
"NCT00341575",""
"NCT00545870","bevacizumab | Ranibizumab"
"NCT01646112",""
"NCT02570516",""
"NCT01864746","Palbociclib PD-0332991 | Placebo"
"NCT00315185","Cetuximab"
"NCT01220661","Cefotetan"
"NCT02023333",""
"NCT02082782",""
"NCT01075646","ropivacaine | placebo"
"NCT01578018",""
"NCT01097642","Cetuximab | Ixabepilone"
"NCT00403026","Bevacizumab"
"NCT02362126",""
"NCT01254435",""
"NCT00291759","Tamoxifen | Anastrozole"
"NCT01422577",""
"NCT00749502","MK-4827"
"NCT02336789",""
"NCT01180452",""
"NCT01224990",""
"NCT01788826",""
"NCT02865707",""
"NCT02712736",""
"NCT00798070","dtEC→dtT | FEC→T"
"NCT02513394","Palbociclib | Standard Adjuvant Endocrine Therapy"
"NCT02273973","GDC-0032 | Letrozole"
